"Species","variable","value","Onto","Model"
"MICMPOU_juvenile","Year",0.0523285947898826,"juvenile","Abundance"
"MICMPOU_adult","Year",0.111135497156632,"adult","Abundance"
"ENGRENC_juvenile","Year",0.170006010848317,"juvenile","Abundance"
"ENGRENC_adult","Year",0.207622837359195,"adult","Abundance"
"DIPLVUL_adult","Year",0.0528621644705781,"adult","Abundance"
"LEPMBOS_juvenile","Year",0.0355047113250504,"juvenile","Abundance"
"LEPMBOS_adult","Year",0.0113311844663929,"adult","Abundance"
"DIPLANN_juvenile","Year",0.0190244549449844,"juvenile","Abundance"
"DIPLANN_adult","Year",0.00903839454060821,"adult","Abundance"
"SARDPIL_juvenile","Year",0.0566815547642566,"juvenile","Abundance"
"SARDPIL_adult","Year",0.0142858194929796,"adult","Abundance"
"SCYMLIC_adult","Year",0.224559493901091,"adult","Abundance"
"ZEUSFAB_juvenile","Year",0.0271475048713317,"juvenile","Abundance"
"ZEUSFAB_adult","Year",0.00543144872592815,"adult","Abundance"
"SPICMAE_adult","Year",0.0334257755325426,"adult","Abundance"
"SCOMSCO_juvenile","Year",0.020009378935684,"juvenile","Abundance"
"SCOMSCO_adult","Year",0.197751082705901,"adult","Abundance"
"LOPHPIS_juvenile","Year",0.0136095039908317,"juvenile","Abundance"
"LOPHPIS_adult","Year",0.0304556257427917,"adult","Abundance"
"TRIGLUC_juvenile","Year",0.478537177613625,"juvenile","Abundance"
"TRIGLUC_adult","Year",0.207610752723072,"adult","Abundance"
"TRISCAP_juvenile","Year",0.063012213844689,"juvenile","Abundance"
"TRISCAP_adult","Year",0.025657478539998,"adult","Abundance"
"SPICFLE_juvenile","Year",0.00751860331484212,"juvenile","Abundance"
"SPICFLE_adult","Year",0.0250328407099351,"adult","Abundance"
"SPICSMA_juvenile","Year",0.0134951323531127,"juvenile","Abundance"
"SPICSMA_adult","Year",0.0317186489736108,"adult","Abundance"
"SOLEVUL_juvenile","Year",0.0933071435578382,"juvenile","Abundance"
"SOLEVUL_adult","Year",0.0986037457772615,"adult","Abundance"
"RAJACLA_juvenile","Year",0.0102923141331094,"juvenile","Abundance"
"RAJACLA_adult","Year",0.00884592747284791,"adult","Abundance"
"ARNOLAT_adult","Year",0.0686162492381361,"adult","Abundance"
"BLENOCE_juvenile","Year",0.0345362802708045,"juvenile","Abundance"
"CAPOAPE_juvenile","Year",0.0136418228384466,"juvenile","Abundance"
"CAPOAPE_adult","Year",0.0229124689966553,"adult","Abundance"
"CEPOMAC_adult","Year",0.164652983977221,"adult","Abundance"
"CONGCON_adult","Year",0.0519546183520133,"adult","Abundance"
"GOBIQUA_adult","Year",0.0480052720534393,"adult","Abundance"
"LEPTCAV_juvenile","Year",0.0330687080351848,"juvenile","Abundance"
"LEPTCAV_adult","Year",0.0651838583693734,"adult","Abundance"
"SERAHEP_juvenile","Year",0.0269749497483422,"juvenile","Abundance"
"SERAHEP_adult","Year",0.0244513457920113,"adult","Abundance"
"TRAHDRA_adult","Year",0.0987730132500673,"adult","Abundance"
"URANSCA_adult","Year",0.0673027772364117,"adult","Abundance"
"ARNORUP_adult","Year",0.233738614227862,"adult","Abundance"
"ARNOTHO_juvenile","Year",0.0345871133903407,"juvenile","Abundance"
"GADIARG_adult","Year",0.0196149287706147,"adult","Abundance"
"LEPICAU_adult","Year",0.0411238165791157,"adult","Abundance"
"MACOSCO_adult","Year",0.0567146393288039,"adult","Abundance"
"SERACAB_juvenile","Year",0.0726643655109252,"juvenile","Abundance"
"SERACAB_adult","Year",0.0689932958077421,"adult","Abundance"
"SCORNOT_adult","Year",0.0250736682767586,"adult","Abundance"
"ARGRHEM_adult","Year",0.0152011369240162,"adult","Abundance"
"LAMACRO_juvenile","Year",0.0351893293801982,"juvenile","Abundance"
"LAMACRO_adult","Year",0.0523112136468962,"adult","Abundance"
"NEZUAEQ_juvenile","Year",0.0432086683915702,"juvenile","Abundance"
"COELCOE_juvenile","Year",0.0330823771092295,"juvenile","Abundance"
"HYMEITA_adult","Year",0.153363044848529,"adult","Abundance"
"CALMPHA_juvenile","Year",0.0541318404956065,"juvenile","Abundance"
"CALMPHA_adult","Year",0.0209023174093532,"adult","Abundance"
"RAJAAST_adult","Year",0.120416230752656,"adult","Abundance"
"TRIGLYR_juvenile","Year",0.0699574922259417,"juvenile","Abundance"
"SCORSCO_adult","Year",0.0118896115408802,"adult","Abundance"
"RAJAMIR_juvenile","Year",0.0308997307934027,"juvenile","Abundance"
"RAJAPOL_juvenile","Year",0.0323905782912704,"juvenile","Abundance"
"RAJAPOL_adult","Year",0.0270056385353335,"adult","Abundance"
"EUTRGUR_juvenile","Year",0.129065558466496,"juvenile","Abundance"
"EUTRGUR_adult","Year",0.110107009035056,"adult","Abundance"
"SQUABLA_juvenile","Year",0.036209820979705,"juvenile","Abundance"
"SQUABLA_adult","Year",0.0420245571360569,"adult","Abundance"
"RAJABRA_juvenile","Year",0.521977832090773,"juvenile","Abundance"
"SPRASPR_adult","Year",0.106719968078555,"adult","Abundance"
"DIAPMET_adult","Year",0.152699692759982,"adult","Abundance"
"GONODEN_adult","Year",0.0391346253669187,"adult","Abundance"
"ETMOSPI_juvenile","Grid cell",0.559605553772704,"juvenile","Abundance"
"ETMOSPI_adult","Grid cell",0.435955994949416,"adult","Abundance"
"GALUMEL_juvenile","Grid cell",0.764065336460909,"juvenile","Abundance"
"GALUMEL_adult","Grid cell",0.802545811128433,"adult","Abundance"
"HELIDAC_juvenile","Grid cell",0.857585516834561,"juvenile","Abundance"
"HELIDAC_adult","Grid cell",0.694517663720479,"adult","Abundance"
"LOPHBUD_juvenile","Grid cell",0.310881591177553,"juvenile","Abundance"
"LOPHBUD_adult","Grid cell",0.216129524431382,"adult","Abundance"
"PAGEBOG_juvenile","Grid cell",0.291423190033872,"juvenile","Abundance"
"PAGEBOG_adult","Grid cell",0.245246936560521,"adult","Abundance"
"PHYIBLE_juvenile","Grid cell",0.511466129536043,"juvenile","Abundance"
"PHYIBLE_adult","Grid cell",0.549892742791135,"adult","Abundance"
"TRACTRA_juvenile","Grid cell",0.119575604601991,"juvenile","Abundance"
"TRACTRA_adult","Grid cell",0.248312978423893,"adult","Abundance"
"SCYOCAN_juvenile","Grid cell",0.425800491587316,"juvenile","Abundance"
"SCYOCAN_adult","Grid cell",0.569823204583952,"adult","Abundance"
"TORPMAR_juvenile","Grid cell",0.0949398709613023,"juvenile","Abundance"
"BOOPBOO_juvenile","Grid cell",0.215002008869216,"juvenile","Abundance"
"BOOPBOO_adult","Grid cell",0.252230981082751,"adult","Abundance"
"MERLMER_juvenile","Grid cell",0.299219881243648,"juvenile","Abundance"
"MERLMER_adult","Grid cell",0.425161132846703,"adult","Abundance"
"MULLSUR_juvenile","Grid cell",0.114799810564738,"juvenile","Abundance"
"MULLSUR_adult","Grid cell",0.2802915948518,"adult","Abundance"
"PAGEACA_juvenile","Grid cell",0.322707407523538,"juvenile","Abundance"
"PAGEACA_adult","Grid cell",0.323464895141172,"adult","Abundance"
"SCOMPNE_juvenile","Grid cell",0.0709626546257606,"juvenile","Abundance"
"SCOMPNE_adult","Grid cell",0.0871350098693213,"adult","Abundance"
"MULLBAR_juvenile","Grid cell",0.180595174267545,"juvenile","Abundance"
"MULLBAR_adult","Grid cell",0.307443269857579,"adult","Abundance"
"PAGEERY_juvenile","Grid cell",0.268236016581241,"juvenile","Abundance"
"PAGEERY_adult","Grid cell",0.370218902230504,"adult","Abundance"
"SPARPAG_juvenile","Grid cell",0.253030723140703,"juvenile","Abundance"
"SPARPAG_adult","Grid cell",0.130208558181799,"adult","Abundance"
"TRIPLAS_juvenile","Grid cell",0.707439792489278,"juvenile","Abundance"
"TRIPLAS_adult","Grid cell",0.726565317605097,"adult","Abundance"
"ASPICUC_juvenile","Grid cell",0.497867110767088,"juvenile","Abundance"
"ASPICUC_adult","Grid cell",0.102817954879278,"adult","Abundance"
"CITHMAC_juvenile","Grid cell",0.441787016420643,"juvenile","Abundance"
"CITHMAC_adult","Grid cell",0.504127953794949,"adult","Abundance"
"TRACMED_juvenile","Grid cell",0.414271072738837,"juvenile","Abundance"
"TRACMED_adult","Grid cell",0.342786663826704,"adult","Abundance"
"RAJAOXY_adult","Grid cell",0.32901888613528,"adult","Abundance"
"MICMPOU_juvenile","Grid cell",0.333753021576885,"juvenile","Abundance"
"MICMPOU_adult","Grid cell",0.185081756390442,"adult","Abundance"
"ENGRENC_juvenile","Grid cell",0.314387386293419,"juvenile","Abundance"
"ENGRENC_adult","Grid cell",0.23394755167903,"adult","Abundance"
"DIPLVUL_adult","Grid cell",0.180704107951239,"adult","Abundance"
"LEPMBOS_juvenile","Grid cell",0.486101758840579,"juvenile","Abundance"
"LEPMBOS_adult","Grid cell",0.434666772265434,"adult","Abundance"
"DIPLANN_juvenile","Grid cell",0.270435986541457,"juvenile","Abundance"
"DIPLANN_adult","Grid cell",0.261981022354979,"adult","Abundance"
"SARDPIL_juvenile","Grid cell",0.130390608989029,"juvenile","Abundance"
"SARDPIL_adult","Grid cell",0.138465985620734,"adult","Abundance"
"SCYMLIC_adult","Grid cell",0.249786689037785,"adult","Abundance"
"ZEUSFAB_juvenile","Grid cell",0.0909772262928268,"juvenile","Abundance"
"ZEUSFAB_adult","Grid cell",0.038360306951105,"adult","Abundance"
"SPICMAE_adult","Grid cell",0.447416550405987,"adult","Abundance"
"SCOMSCO_juvenile","Grid cell",0.187728559203759,"juvenile","Abundance"
"SCOMSCO_adult","Grid cell",0.108821758095146,"adult","Abundance"
"LOPHPIS_juvenile","Grid cell",0.0732599325907991,"juvenile","Abundance"
"LOPHPIS_adult","Grid cell",0.153094960258818,"adult","Abundance"
"TRIGLUC_juvenile","Grid cell",0.157776398454728,"juvenile","Abundance"
"TRIGLUC_adult","Grid cell",0.113441150944499,"adult","Abundance"
"TRISCAP_juvenile","Grid cell",0.334627841314979,"juvenile","Abundance"
"TRISCAP_adult","Grid cell",0.548907846896131,"adult","Abundance"
"SPICFLE_juvenile","Grid cell",0.344578747928913,"juvenile","Abundance"
"SPICFLE_adult","Grid cell",0.413723373863852,"adult","Abundance"
"SPICSMA_juvenile","Grid cell",0.577985239632541,"juvenile","Abundance"
"SPICSMA_adult","Grid cell",0.601015069952724,"adult","Abundance"
"SOLEVUL_juvenile","Grid cell",0.238100849713309,"juvenile","Abundance"
"SOLEVUL_adult","Grid cell",0.286993630783896,"adult","Abundance"
"RAJACLA_juvenile","Grid cell",0.415218577137901,"juvenile","Abundance"
"RAJACLA_adult","Grid cell",0.222726268228624,"adult","Abundance"
"ARNOLAT_adult","Grid cell",0.186714513873601,"adult","Abundance"
"BLENOCE_juvenile","Grid cell",0.267213076834348,"juvenile","Abundance"
"CAPOAPE_juvenile","Grid cell",0.341078723754384,"juvenile","Abundance"
"CAPOAPE_adult","Grid cell",0.392299165474876,"adult","Abundance"
"CEPOMAC_adult","Grid cell",0.297534135761254,"adult","Abundance"
"CONGCON_adult","Grid cell",0.188298906791923,"adult","Abundance"
"GOBIQUA_adult","Grid cell",0.142412937309242,"adult","Abundance"
"LEPTCAV_juvenile","Grid cell",0.465124001937355,"juvenile","Abundance"
"LEPTCAV_adult","Grid cell",0.445671901451143,"adult","Abundance"
"SERAHEP_juvenile","Grid cell",0.29983685148161,"juvenile","Abundance"
"SERAHEP_adult","Grid cell",0.312223995447658,"adult","Abundance"
"TRAHDRA_adult","Grid cell",0.474127457982538,"adult","Abundance"
"URANSCA_adult","Grid cell",0.390600825221264,"adult","Abundance"
"ARNORUP_adult","Grid cell",0.122925910682751,"adult","Abundance"
"ARNOTHO_juvenile","Grid cell",0.0713983439976853,"juvenile","Abundance"
"GADIARG_adult","Grid cell",0.254028970669029,"adult","Abundance"
"LEPICAU_adult","Grid cell",0.233474281363866,"adult","Abundance"
"MACOSCO_adult","Grid cell",0.138075668299183,"adult","Abundance"
"SERACAB_juvenile","Grid cell",0.138232180880188,"juvenile","Abundance"
"SERACAB_adult","Grid cell",0.207294068850222,"adult","Abundance"
"SCORNOT_adult","Grid cell",0.315448235686827,"adult","Abundance"
"ARGRHEM_adult","Grid cell",0.0457913366888132,"adult","Abundance"
"LAMACRO_juvenile","Grid cell",0.34198654004597,"juvenile","Abundance"
"LAMACRO_adult","Grid cell",0.326733050174905,"adult","Abundance"
"NEZUAEQ_juvenile","Grid cell",0.37429605172137,"juvenile","Abundance"
"COELCOE_juvenile","Grid cell",0.245650555959855,"juvenile","Abundance"
"HYMEITA_adult","Grid cell",0.0673254908890219,"adult","Abundance"
"CALMPHA_juvenile","Grid cell",0.515503908529579,"juvenile","Abundance"
"CALMPHA_adult","Grid cell",0.641353110061661,"adult","Abundance"
"RAJAAST_adult","Grid cell",0.277714785959887,"adult","Abundance"
"TRIGLYR_juvenile","Grid cell",0.193455966907165,"juvenile","Abundance"
"SCORSCO_adult","Grid cell",0.256717902328109,"adult","Abundance"
"RAJAMIR_juvenile","Grid cell",0.469316092743519,"juvenile","Abundance"
"RAJAPOL_juvenile","Grid cell",0.236365154161506,"juvenile","Abundance"
"RAJAPOL_adult","Grid cell",0.0502902184056812,"adult","Abundance"
"EUTRGUR_juvenile","Grid cell",0.609740296608,"juvenile","Abundance"
"EUTRGUR_adult","Grid cell",0.618768062394146,"adult","Abundance"
"SQUABLA_juvenile","Grid cell",0.433923681979868,"juvenile","Abundance"
"SQUABLA_adult","Grid cell",0.349163963378452,"adult","Abundance"
"RAJABRA_juvenile","Grid cell",0.151000254990872,"juvenile","Abundance"
"SPRASPR_adult","Grid cell",0.131139690868181,"adult","Abundance"
"DIAPMET_adult","Grid cell",0.426488074835425,"adult","Abundance"
"GONODEN_adult","Grid cell",0.302223869581365,"adult","Abundance"
